OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
High,10,0.08,7,74,7,0.37,768
Critical,15,0.09,155,10,7,0.59,6.47
High,10,0.01,11,3,13,0.6,895.09
High,10,0.06,111,13,14,0.69,1629
High,10,0.03,106,25,14,0.65,31.57
High,10,0.08,7,19,7,0.37,5537.2
High,10,0.05,421,44,20,0.35,928
High,10,0.1,38,98,3,0.35,9.8
Critical,15,0.1,3,10,4,0.56,1169
Medium,7,0.07,41,100,20,0.36,522.96
Low,5,0.02,12,76,6,0.6,2751.12
Low,5,0.03,159,34,60,0.55,111.32
Low,5,0,4,72,1,0.39,1369.3
High,10,0.05,421,11,20,0.35,234.5
High,10,0.1,38,25,3,0.35,13
Critical,15,0.04,4,10,1,0.39,4590.95
Critical,15,0.01,551,13,65,0.66,13.5
Medium,7,0.1,5,5,2,0.72,15.78
Not Specified,0,0.03,6,11,6,0.36,277.25
Medium,7,0.07,41,25,20,0.36,126.24
Low,5,0.02,12,19,6,0.6,684.12
Low,5,0.03,159,9,60,0.55,-0.52
Medium,7,0.07,4,4,5,0.35,9.5
Low,5,0.01,5,6,1,0.36,134.75
Medium,7,0,13,25,5,0.43,27.08
Low,5,0,4,18,1,0.39,109
Medium,7,0.08,4,100,7,0.37,2180
High,10,0.03,124,30,52,0.63,22
Medium,7,0.08,4,25,7,0.37,37.78
High,10,0.06,17,6,2,0.45,12.32
Medium,7,0.02,2,16,4,0.53,4103.24
Not Specified,0,0.06,86,92,11,0.58,117
Medium,7,0.07,4,100,3,0.37,3332.36
High,10,0.04,86,76,1,0.55,6288.24
Critical,15,0.03,108,94,6,0.65,2977.72
Critical,15,0.04,71,92,27,0.5,-2.76
High,10,0.04,3,3,6,0.4,0.08
Medium,7,0.02,2,4,4,0.53,1017.56
Not Specified,0,0.06,86,23,11,0.58,27
Medium,7,0.07,4,25,3,0.37,17.05
High,10,0.02,5,7,5,0.65,1601.04
Critical,15,0.03,108,24,6,0.65,724.18
Critical,15,0.04,71,23,27,0.5,199.48
Critical,15,0.03,41,16,17,0.36,15.5
Medium,7,0.05,6,5,1,0.6,43.25
Medium,7,0.02,25,5,3,0.39,11.32
Medium,7,0.09,4,11,1,0.37,289
High,10,0.06,42,14,5,0.56,494
High,10,0.04,700,2,24,0.41,136.9
Critical,15,0.02,5,74,0,0.39,97.96
Medium,7,0.04,13,22,5,0.4,17328.32
Low,5,0.04,881,34,45,0.62,-4.84
Medium,7,0.02,12,9,7,0.04,63
Medium,7,0.09,6,25,6,0.55,-4.2
Medium,7,0.03,5,38,8,0.05,358.9
Critical,15,0.05,421,3,20,0.35,6.77
High,10,0.02,3,7,1,0.39,1234.9
High,10,0.08,178,15,20,0.55,127.67
Medium,7,0.03,21,11,4,0.6,128.64
Medium,7,0.04,36,11,6,0.38,26.68
Not Specified,0,0.03,6,17,8,0.37,58.8
Not Specified,0,0.1,6,40,6,0.37,779.68
Low,5,0.09,49,34,20,0.57,79.24
High,10,0.02,3,52,5,0.56,1029.28
Not Specified,0,0.05,26,78,5,0.56,1603.08
Critical,15,0.05,66,46,6,0.58,10.2
Not Specified,0,0.1,6,10,6,0.37,191.68
High,10,0.02,3,13,5,0.56,16.06
Critical,15,0.05,66,12,6,0.58,413.76
Critical,15,0.04,2,21,1,0.52,19.16
Critical,15,0.05,71,9,30,0.78,436.47
Critical,15,0.05,5,9,5,0.38,9.85
Critical,15,0.07,11,38,5,0.59,212.36
Low,5,0.07,101,20,35,0.82,1480
Low,5,0.03,5,94,1,0.8,360.9
Critical,15,0.07,11,10,5,0.59,52.2
High,10,0.03,5,24,6,0.4,38.4
High,10,0.06,296,10,54,0.76,2018
Not Specified,0,0.1,15,20,5,0.81,208
Medium,7,0.04,5,6,5,0.38,5.2
Low,5,0.07,101,5,35,0.82,343.75
Low,5,0.03,5,24,1,0.8,91.4
Low,5,0.09,8,48,5,0.6,190.84
Low,5,0.08,18,78,9,0.57,678.96
Low,5,0.01,35,88,5,0.38,1134.6
Medium,7,0.02,4,18,49,0.6,-7.24
Medium,7,0.07,22,17,15,0.38,100.94
Medium,7,0.03,30,18,6,0.51,253.2
Low,5,0,5,20,2,0.51,49
Low,5,0.07,56,1,14,0.36,2.24
Critical,15,0.08,90,21,35,0.83,1382.5
Low,5,0.09,8,12,5,0.6,43.96
Low,5,0.08,18,20,9,0.57,167.4
Low,5,0.01,35,22,5,0.38,279.9
Medium,7,0.05,6,7,7,0.37,6.44
High,10,0.07,40,92,9,0.65,2125.4
Medium,7,0.09,7,6,0,0.38,12.18
Medium,7,0.03,7,72,2,0.37,169.36
Low,5,0.03,179,18,29,0.74,2258.62
High,10,0.07,40,23,9,0.65,524.6
Not Specified,0,0.04,7,24,8,0.58,82.72
Not Specified,0,0.07,126,10,8,0.58,634.6
Not Specified,0,0.05,19,15,10,0.37,81.2
Not Specified,0,0.01,5,20,6,0.4,33
Medium,7,0.09,7,2,0,0.38,4.06
Medium,7,0.03,7,18,2,0.37,40.84
High,10,0.03,2,98,1,0.38,67.6
Critical,15,0.08,43,21,6,0.5,373.26
Critical,15,0.04,10,6,6,0.35,12.6
Critical,15,0,9,2,7,0.45,1.1
Critical,15,0.05,111,20,9,0.57,1145.4
Medium,7,0,12,10,6,0.57,62.4
High,10,0.03,31,15,20,0.36,133.45
High,10,0.01,69,11,60,0.41,243.6
High,10,0,6,9,1,0.55,28.7
High,10,0.09,141,2,53,0.65,104.92
Medium,7,0.04,13,23,5,0.4,102.64
High,10,0.1,14,15,5,0.49,76.9
Medium,7,0.1,7,60,2,0.38,115.6
Critical,15,0.07,35,13,2,0.43,161.8
Critical,15,0.06,126,5,6,0.56,309
Critical,15,0.05,6,11,6,0.4,17.1
Critical,15,0.05,22,10,6,0.59,112.8
Low,5,0,1,4,1,0.38,0.52
Critical,15,0.06,4,17,1,0.39,21.44
Critical,15,0.01,49,22,35,0.83,848.96
High,10,0.09,210,10,21,0.59,1029
Low,5,0.08,32,16,46,0.65,245.84
Not Specified,0,0.06,4,98,7,0.4,126.28
Not Specified,0,0.07,6,46,2,0.56,133.24
High,10,0.07,4,60,5,0.04,-12.68
High,10,0.07,6,38,8,0.4,67.24
High,10,0.03,66,92,6,0.55,3151.44
Not Specified,0,0.06,4,25,7,0.4,27
Not Specified,0,0.07,6,12,2,0.56,33.28
High,10,0.07,4,15,5,0.04,-6.92
High,10,0.07,6,10,8,0.4,11.8
High,10,0.03,66,23,6,0.55,783.36
Critical,15,0.02,74,22,4,0.77,1217
High,10,0.09,36,19,1,0.57,327.32
Not Specified,0,0.09,66,6,5,0.57,185.08
Medium,7,0.03,6,22,7,0.37,37.88
High,10,0.01,7,25,11,0.37,52
Medium,7,0.01,31,74,20,0.36,782.9
Low,5,0.09,55,4,14,0.37,47.6
Medium,7,0.01,31,19,20,0.36,186.15
Medium,7,0.05,3,23,1,0.55,33.5
Critical,15,0.05,66,21,9,0.55,684
Medium,7,0,35,8,2,0.43,118.4
Not Specified,0,0.05,124,4,52,0.63,235.68
Medium,7,0.07,61,28,20,0.38,509.48
High,10,0.08,24,48,16,0.62,606.08
High,10,0.02,6,36,7,0.36,66.44
Medium,7,0.07,61,7,20,0.38,112.37
High,10,0.08,24,12,16,0.62,139.52
High,10,0.02,6,9,7,0.36,11.36
Critical,15,0.04,11,16,5,0.36,51.32
High,10,0.05,376,2,86,0.74,432.88
Not Specified,0,0.03,52,13,20,0.44,257.16
Medium,7,0.01,48,4,6,0.37,63.12
High,10,0.1,15,20,5,0.81,208
Critical,15,0.06,206,42,5,0.56,4321
Low,5,0.04,6,52,5,0.37,97.96
Critical,15,0.06,206,11,5,0.56,1128
High,10,0.05,56,23,5,0.8,961
High,10,0.08,111,5,35,0.82,375.7
Low,5,0.03,4,22,1,0.39,30.68
Medium,7,0.1,20,90,10,0.49,692
Medium,7,0.07,56,2,52,0.72,20.8
High,10,0.02,16,8,1,0.38,45.08
High,10,0.09,3,28,1,0.39,24.2
High,10,0.09,61,32,49,0.59,927
Medium,7,0.08,10,16,2,0.41,50.8
Medium,7,0,181,10,30,0.69,1218.9
High,10,0.02,16,2,1,0.38,10.52
High,10,0.09,3,7,1,0.39,5.3
High,10,0.09,61,8,49,0.59,195
Medium,7,0.06,156,7,9,0.55,526.08
Critical,15,0.08,219,16,70,0.15,157.76
Not Specified,0,0.08,22,38,6,0.5,345.12
Not Specified,0,0.05,7,42,5,0.37,89.08
Not Specified,0,0.08,131,54,30,0.78,4921.8
High,10,0.02,48,84,4,0.71,2778.08
Critical,15,0.07,3,48,1,0.36,40.76
Low,5,0.01,66,48,5,0.56,1737.4
Not Specified,0,0.05,10,66,6,0.55,324
High,10,0.07,14,10,6,0.38,37.4
Not Specified,0,0.08,131,14,30,0.78,1253.8
High,10,0.02,48,21,4,0.71,691.52
Not Specified,0,0.09,200,24,24,0.46,1752
Critical,15,0.07,3,12,1,0.36,9.44
Low,5,0.01,66,12,5,0.56,430.6
Medium,7,0.07,219,10,70,0.15,94.25
Medium,7,0.08,209,25,69,0.79,3640.75
High,10,0.04,23,8,2,0.46,75.28
High,10,0.02,6,12,1,0.38,24.92
High,10,0.01,20,23,6,0.38,164.2
Medium,7,0.1,206,2,3,0.58,194.76
Critical,15,0.09,6,30,8,0.37,42.4
Critical,15,0.09,6,8,8,0.37,5.44
Critical,15,0.1,5,2,6,0.36,-3.4
Critical,15,0.01,3,20,4,0.56,29
High,10,0.95,287,5,62,0.78,-305.95
Medium,7,0.02,5,16,1,0.36,26.2
Low,5,0.05,31,6,4,0.75,126.2
High,10,0.09,24,23,6,0.38,154.08
Critical,15,0.07,8,70,5,0.41,185.4
Medium,7,0.08,56,26,1,0.35,392.12
Medium,7,0.04,17,88,6,0.58,801.84
Critical,15,0.1,31,9,12,0.37,63.33
High,10,0.09,55,14,11,0.36,196.9
Medium,7,0.08,56,7,1,0.35,104.84
Medium,7,0.04,17,22,6,0.58,195.96
Not Specified,0,0.02,4,23,1,0.57,49.6
High,10,0.03,5,23,8,0.4,34.55
High,10,0.09,17,22,12,0.35,85.24
Critical,15,0.06,96,15,58,0.58,690.8
High,10,0.1,7,23,6,0.39,40.69
High,10,0.01,120,8,56,0.39,308.8
Low,5,0.06,19,1,6,0.44,1.22
Medium,7,0.01,3,3,1,0.45,2.96
Not Specified,0,0.06,11,13,5,0.36,37.9
Not Specified,0,0.09,6,2,6,0.36,-2.76
Critical,15,0.06,10,74,1,0.37,228.4
Not Specified,0,0,32,15,2,0.42,199.6
Not Specified,0,0.03,9,17,5,0.57,77.62
High,10,0.09,26,24,6,0.75,405.84
Critical,15,0.06,10,18,1,0.37,54.8
Medium,7,0.09,3,3,1,0.39,1.7
Medium,7,0.95,237,8,59,0.61,-703.64
Not Specified,0,0.03,8,22,5,0.6,95.32
Low,5,0.1,5,105,3,0.52,217.5
Low,5,0.1,4,46,1,0.39,52.36
Not Specified,0,0,3,29,1,0.38,32.06
Low,5,0.03,40,105,10,0.4,1544
Low,5,0.03,126,65,3,0.6,4665.3
Not Specified,0,0.02,5,13,2,0.72,43.5
Not Specified,0,0.1,11,24,3,0.57,121.08
Critical,15,0.02,12,2,6,0.35,1.92
Critical,15,0,31,8,9,0.4,90.2
Critical,15,0.1,12,12,5,0.58,64.12
Critical,15,0.06,141,19,20,0.73,1774.93
Low,5,0.1,5,26,3,0.52,51.6
Low,5,0.1,4,12,1,0.39,12.92
Not Specified,0,0,3,7,1,0.38,6.98
Low,5,0.03,40,26,10,0.4,374.8
Low,5,0.03,126,16,3,0.6,1146.12
High,10,0.07,116,18,3,0.57,1041
Not Specified,0,0.03,2,24,1,0.38,15.8
Not Specified,0,0.09,165,3,20,0.59,227.5
Not Specified,0,0.07,4,1,7,0.37,-5.8
Critical,15,0.03,6,18,1,0.39,37.88
Critical,15,0.07,2,20,1,0.35,10.2
High,10,0.04,116,59,56,0.4,2407.84
Not Specified,0,0.02,90,13,20,0.4,424.6
High,10,0.01,27,15,4,0.75,295.7
High,10,0.04,116,15,56,0.4,570.4
Critical,15,0.03,27,16,4,0.75,307.04
Low,5,0.08,4,3,1,0.38,2.6
Low,5,0.03,16,9,1,0.38,49.4
Low,5,0.07,124,42,52,0.63,2864.48
Critical,15,0,21,17,7,0.78,271.46
Critical,15,0.07,5,12,5,0.38,13.6
Low,5,0.95,124,11,52,0.63,-488.48
Medium,7,0,376,20,86,0.74,5478.8
Low,5,0.01,27,20,8,0.38,191.8
Not Specified,0,0.07,287,23,62,0.78,4624.71
Not Specified,0,0.01,12,13,5,0.38,52.72
Low,5,0.04,5,59,1,0.35,90.45
Medium,7,0.09,13,8,7,0.38,23.16
Medium,7,0.06,20,19,4,0.68,231.6
Medium,7,0.09,49,101,10,0.57,2365.52
Critical,15,0.02,71,34,69,0.68,1524.24
High,10,0.05,3,82,4,0.56,121.46
Not Specified,0,0,442,23,15,0.56,5677.96
Medium,7,0.03,86,90,1,0.55,4023.8
Low,5,0,4,27,5,0.08,3.64
Low,5,0.1,41,76,19,0.57,1445.52
Not Specified,0,0.04,41,8,5,0.57,168.84
High,10,0.05,49,21,54,0.69,604.56
Medium,7,0.09,13,2,7,0.38,0.54
Medium,7,0.06,20,5,4,0.68,58
Medium,7,0.09,49,25,10,0.57,578
Not Specified,0,0.1,196,16,4,0.6,1564
Not Specified,0,0.01,126,22,8,0.57,1544.32
Critical,15,0.02,71,8,69,0.68,305.88
Low,5,0.04,2,14,1,0.38,8.52
High,10,0.09,3,8,1,0.56,10.28
Low,5,0,4,7,5,0.08,-2.76
Low,5,0.1,41,19,19,0.57,347.13
Medium,7,0.03,219,4,70,0.15,30.74
Not Specified,0,0.09,137,28,24,0.06,-158.26
Not Specified,0,0.01,400,19,12,0.56,4168
High,10,0,4,8,5,0.59,13.88
Critical,15,0.06,123,23,70,0.74,1853.72
Not Specified,0,0,100,26,20,0.52,1332
Low,5,0.06,271,12,28,0.56,1598
Not Specified,0,0.07,6,34,1,0.51,88.76
Medium,7,0.05,101,11,16,0.57,561.72
Medium,7,0.07,221,23,65,0.62,2730.65
Medium,7,0.03,35,55,20,0.38,653.75
Medium,7,0.05,3,25,2,0.58,37.75
Medium,7,0.05,101,3,16,0.57,141.56
Medium,7,0.07,221,6,65,0.62,664.3
Medium,7,0.03,35,14,20,0.38,151.5
Low,5,0.05,14,23,7,0.54,150.78
Medium,7,0.05,3,6,2,0.58,7.54
Critical,15,0.1,8,6,4,0.42,11.36
Medium,7,0.09,13,15,1,0.38,55.55
Medium,7,0.03,6,76,2,0.56,239.68
Low,5,0.05,96,6,58,0.58,247.28
Low,5,0.04,287,6,62,0.78,1212.28
Critical,15,0.1,8,2,4,0.42,1.12
Medium,7,0.09,13,4,1,0.38,14.08
Medium,7,0.03,6,19,2,0.56,58.42
Not Specified,0,0.08,121,76,59,0.75,6102.32
Medium,7,0,30,2,9,0.74,35.4
Medium,7,0.07,40,42,10,0.4,544.4
Medium,7,0.07,4,103,1,0.37,122.6
Medium,7,0.02,4,42,5,0.04,-1.98
Medium,7,0,30,1,9,0.74,13.2
Medium,7,0.07,40,11,10,0.4,135.2
High,10,0.03,55,16,14,0.37,195.25
Medium,7,0.01,41,15,20,0.36,-8.93
Medium,7,0.05,137,22,24,0.06,6.32
Medium,7,0,6,6,7,0.37,30.2
Medium,7,0.07,4,26,1,0.37,-4.21
Medium,7,0.02,4,11,5,0.04,2.52
Not Specified,0,0.02,7,1,0,0.38,3.32
Critical,15,0.08,3,3,1,0.56,1914.48
Not Specified,0,0,116,29,3,0.57,4448.2
Low,5,0.09,111,67,14,0.69,79.36
Low,5,0.07,2,57,5,0.81,5163
Low,5,0.02,700,19,24,0.41,3108.99
Low,5,0.04,111,53,9,0.57,365
Critical,15,0.02,28,25,6,0.55,169.38
Critical,15,0.09,13,26,3,0.6,1118.2
Low,5,0.09,111,17,14,0.69,15.72
Low,5,0.07,2,14,5,0.81,1341
Low,5,0.02,700,5,24,0.41,755.79
Low,5,0.04,111,13,9,0.57,282.42
Medium,7,0.02,22,23,6,0.59,285.2
Critical,15,0.06,128,13,13,0.5,719.16
High,10,0,21,1,12,0.83,5.43
High,10,0.08,99,19,9,0.35,498.87
High,10,0.1,86,2,1,0.85,128
Not Specified,0,0.07,4,71,5,0.37,80.2
Not Specified,0,0.07,4,18,5,0.37,16.6
Critical,15,0,35,4,15,0.37,36.8
Critical,15,0.01,501,5,28,0.38,898.85
Low,5,0.09,6,95,7,0.37,152.6
Low,5,0.01,15,101,13,0.43,623.3
Low,5,0.07,20,32,7,0.49,261.8
Not Specified,0,0.09,14,2,7,0.38,1.12
Low,5,0.04,14,34,9,0.43,176.64
Low,5,0.08,49,6,6,0.38,82.2
Low,5,0.02,201,74,24,0.58,8305.44
Low,5,0.09,6,24,7,0.37,33.32
Low,5,0.01,15,25,13,0.43,144.5
Low,5,0.07,20,8,7,0.49,60.2
Low,5,0.04,14,8,9,0.43,34.68
Low,5,0.08,49,2,6,0.38,23.4
Not Specified,0,0.07,2,17,1,0.37,9.2
Low,5,0.02,201,18,24,0.58,2002.08
Not Specified,0,0.95,551,4,46,0.71,-574.96
Not Specified,0,0.09,8,23,3,0.38,50.36
Not Specified,0,0.05,204,22,14,0.37,1422.16
Not Specified,0,0.07,3,13,1,0.37,10.7
Not Specified,0,0.08,5,10,1,0.36,13
Low,5,0.05,3,103,1,0.08,8.27
Low,5,0.02,551,55,147,0.8,23490.9
Not Specified,0,0.06,176,22,5,0.59,2047.16
Not Specified,0,0.07,3,23,1,0.39,21.08
Medium,7,0,143,16,20,0.56,1261.28
Low,5,0.05,3,26,1,0.08,1.34
Low,5,0.02,551,14,147,0.8,5869.92
Critical,15,0.1,18,12,4,0.79,145.04
Critical,15,0.08,7,16,6,0.37,26.48
High,10,0,86,16,1,0.55,755.8
High,10,0.05,60,13,4,0.57,401.6
Medium,7,0.03,7,9,12,0.36,8.79
Critical,15,0,21,36,5,0.58,433.48
Medium,7,0.01,3,67,1,0.36,69.35
Critical,15,0,21,9,5,0.58,104.62
High,10,0.01,7,9,4,0.66,36.95
Not Specified,0,0.1,30,10,7,0.08,-13
Medium,7,0.09,301,24,14,0.06,-266.84
Medium,7,0,6,11,1,0.55,35.3
Medium,7,0.04,401,24,43,0.71,6405.08
Medium,7,0.01,3,17,1,0.36,16.85
High,10,0.1,9,2,3,0.39,2.22
High,10,0.06,41,10,5,0.57,204.1
High,10,0.03,2,9,5,0.41,1.84
High,10,0.01,42,21,3,0.35,296.88
Low,5,0.04,4,15,5,0.59,28
Low,5,0.01,45,7,2,0.55,168.1
Low,5,0.1,137,4,24,0.06,-48.66
High,10,0.03,7,65,8,0.38,151.25
Low,5,0.1,34,34,19,0.58,535.88
High,10,0.03,11,61,3,0.57,359.34
High,10,0.05,348,82,85,0.66,17321.96
Medium,7,0,29,103,8,0.54,1604.98
Not Specified,0,0.08,23,22,5,0.55,232.82
Not Specified,0,0.08,6,5,5,0.37,3.7
Low,5,0.1,34,8,19,0.58,111.56
High,10,0.03,11,15,3,0.57,86.1
High,10,0.05,348,20,85,0.66,4160.6
High,10,0.04,7,9,5,0.37,15.79
High,10,0.04,12,6,6,0.38,18.48
Critical,15,0.02,54,24,11,0.64,792.52
Not Specified,0,0.05,281,16,36,0.66,2706.56
High,10,0.01,141,11,36,0.77,1142.76
Critical,15,0.09,4,84,49,0.6,122.36
Critical,15,0.04,3,53,1,0.39,54.65
High,10,0.05,2,69,1,0.57,70.76
Critical,15,0.02,6,32,1,0.39,70.04
Critical,15,0.04,16,59,18,0.59,501.2
Low,5,0.07,154,13,69,0.68,1152.22
High,10,0.1,17,57,12,0.35,230.25
Critical,15,0.09,4,21,49,0.6,-6.16
Critical,15,0.04,3,13,1,0.39,12.65
High,10,0.05,2,17,1,0.57,16.68
Critical,15,0.02,6,8,1,0.39,16.76
Critical,15,0.04,16,15,18,0.59,114
Critical,15,0.05,6,18,9,0.37,25.56
High,10,0.04,6,23,5,0.37,40.54
Medium,7,0.09,6,21,6,0.37,29.28
Critical,15,0.09,126,11,9,0.59,684
Not Specified,0,0.03,8,4,1,0.36,9.56
High,10,0.1,17,14,12,0.35,47.5
Low,5,0.08,3,67,1,0.56,95.48
Not Specified,0,0.06,517,46,17,0.59,12587.46
Not Specified,0,0.04,15,53,2,0.39,276.25
Not Specified,0,0.06,25,99,9,0.66,1476
Critical,15,0.06,33,15,9,0.61,263.25
Not Specified,0,0.06,517,12,17,0.59,3271.12
Not Specified,0,0.04,15,13,2,0.39,66.25
Not Specified,0,0.06,25,25,9,0.66,366
High,10,0.09,111,67,9,0.78,5122.53
Medium,7,0.03,5,27,5,0.39,43.6
Medium,7,0.05,101,61,7,0.46,2519.01
Medium,7,0.09,4,8,3,0.35,5.32
Not Specified,0,0.06,6,15,8,0.37,19.9
Not Specified,0,0.06,15,24,5,0.59,185.8
Medium,7,0.1,9,14,9,0.43,32.58
Critical,15,0.07,15,26,8,0.39,116.8
Critical,15,0.06,9,14,5,0.38,35.32
Critical,15,0.04,6,13,5,0.37,20.74
Medium,7,0.01,5,8,5,0.64,20.2
High,10,0.09,111,17,9,0.78,1293.03
Medium,7,0.03,5,7,5,0.39,7.6
Medium,7,0.05,101,15,7,0.46,614.15
Medium,7,0.09,4,2,3,0.35,-0.92
Medium,7,0.02,201,97,8,0.59,11105.29
Medium,7,0.01,194,48,12,0.59,5388.96
Low,5,0.03,206,15,9,0.6,1752.3
Low,5,0.08,11,63,5,0.59,348.43
Medium,7,0.07,71,92,30,0.73,519.08
High,10,0.03,41,23,9,0.59,2741.68
Medium,7,0.02,201,24,8,0.59,1338.24
Medium,7,0.01,194,12,12,0.59,963.68
Low,5,0.09,126,16,4,0.57,13.65
Critical,15,0.02,3,13,0,0.37,84.76
Low,5,0.08,11,16,5,0.59,2816.38
Not Specified,0,0.07,279,14,35,0.8,342.92
Low,5,0.01,196,3,4,0.6,13.32
Critical,15,0.08,3,23,6,0.36,-0.69
High,10,0.04,7,1,3,0.37,158.51
Medium,7,0.02,17,17,12,0.61,82.6
Not Specified,0,0.04,4,40,7,0.6,192.9
Not Specified,0,0.02,9,65,6,0.36,63.05
Not Specified,0,0.02,3,61,1,0.37,86.87
Medium,7,0.09,3,101,1,0.38,28.12
Medium,7,0.02,17,4,12,0.61,28.2
Not Specified,0,0,36,3,15,0.4,20.56
Not Specified,0,0.09,6,8,2,0.56,942
Critical,15,0,65,20,7,0.73,55
Critical,15,0.09,20,5,4,0.68,15.4
Not Specified,0,0.04,4,10,7,0.6,42.96
Not Specified,0,0.02,9,16,6,0.36,14.75
Not Specified,0,0.02,3,15,1,0.37,30.72
Not Specified,0,0.04,17,4,6,0.58,76.68
Low,5,0.08,21,8,9,0.59,239.84
Not Specified,0,0.02,121,6,7,0.36,1170.72
Not Specified,0,0.01,146,13,44,0.65,191.05
Critical,15,0.06,39,11,2,0.51,276.12
Critical,15,0.04,44,12,9,0.58,94.76
Low,5,0.05,6,53,7,0.37,46
Not Specified,0,0.05,6,25,5,0.39,1113.4
Not Specified,0,0.1,128,22,13,0.5,89.64
Medium,7,0.01,16,17,11,0.38,26.36
Medium,7,0.01,6,12,1,0.39,144.3
Medium,7,0.08,22,19,2,0.43,23.84
Medium,7,0.02,3,23,1,0.38,99.2
Medium,7,0.07,20,13,10,0.49,17.96
Low,5,0.05,6,13,7,0.37,50.55
Low,5,0.04,9,17,3,0.39,152.28
High,10,0.07,16,24,9,0.49,481.88
Low,5,0.06,38,44,3,0.35,246.1
Low,5,0.07,9,90,5,0.38,486
Low,5,0.05,25,44,9,0.5,567.4
Medium,7,0.05,12,90,5,0.58,8021.88
Medium,7,0.06,156,99,9,0.58,487.8
Medium,7,0.1,18,92,9,0.4,746.34
High,10,0.09,811,2,16,0.56,118.22
Low,5,0.06,38,11,3,0.35,59.17
Low,5,0.07,9,23,5,0.38,114.75
Low,5,0.05,25,11,9,0.5,1897.17
Medium,7,0.05,161,21,30,0.62,141.28
Medium,7,0.05,12,23,5,0.58,2019
Medium,7,0.06,156,25,9,0.58,115.2
Medium,7,0.1,18,23,9,0.4,44.36
Critical,15,0.03,8,8,3,0.77,1639
Critical,15,0.05,279,8,35,0.8,4281.12
Not Specified,0,0.08,8,63,2,0.74,330.64
Not Specified,0,0.06,41,55,9,0.59,1186.15
Critical,15,0.05,71,63,38,0.78,3227.29
Critical,15,0.03,152,92,7,0.74,9921.64
Critical,15,0.1,3,8,1,0.39,5.96
Not Specified,0,0.05,131,71,55,0.69,5897.64
Not Specified,0,0.08,8,16,2,0.74,82.48
Not Specified,0,0.06,41,14,9,0.59,295.22
Critical,15,0.05,71,16,38,0.78,791.28
Not Specified,0,0,6,18,4,0.56,56.48
Critical,15,0.03,152,23,7,0.74,2475.16
Critical,15,0.1,3,2,1,0.39,0.74
High,10,0.02,8,6,1,0.36,15.32
Low,5,0.08,16,1,1,0.38,3.8
Not Specified,0,0.05,131,18,55,0.69,1454.12
Medium,7,0.04,7,24,8,0.38,49.12
Low,5,0.1,3,22,1,0.55,28.7
Medium,7,0.1,66,5,4,0.59,157.7
Low,5,0.02,126,17,9,0.55,1126.26
Not Specified,0,0.09,14,55,6,0.38,217.3
Critical,15,0.05,13,84,3,0.6,597.6
Not Specified,0,0.03,6,74,1,0.39,158.84
Not Specified,0,0.01,4,76,1,0.38,111.48
Not Specified,0,0.05,5,40,3,0.38,63
Not Specified,0,0.09,14,14,6,0.38,50.84
Not Specified,0,0.01,218,22,18,0.57,2667.76
Not Specified,0,0.03,6,18,1,0.39,37.88
Not Specified,0,0.01,4,19,1,0.38,27.12
Not Specified,0,0.05,5,10,3,0.38,13.5
Not Specified,0,0,21,19,3,0.37,144.63
Critical,15,0.07,41,3,19,0.57,42.5
Critical,15,0.04,126,40,8,0.58,2713.6
Low,5,0.07,6,11,5,0.39,16.12
Low,5,0.01,44,78,2,0.44,1473.76
Low,5,0.09,95,57,18,0.56,2527.05
Low,5,0.07,6,3,5,0.39,0.76
Low,5,0.01,44,19,2,0.44,357.48
Low,5,0.09,95,14,18,0.56,607.1
Medium,7,0.07,41,26,9,0.76,726.54
High,10,0.02,40,22,9,0.65,545.4
Medium,7,0.02,5,15,1,0.85,61.25
Medium,7,0.06,5,8,6,0.47,10.4
High,10,0.09,71,14,27,0.6,479.94
High,10,0.1,48,8,7,0.37,96.68
Critical,15,0.03,19,2,5,0.37,7.92
Critical,15,0.03,86,19,1,0.55,848.68
Medium,7,0.06,41,15,7,0.37,183.65
Low,5,0.07,10,26,13,0.57,117
Low,5,0.1,6,22,10,0.37,25.64
Low,5,0.02,6,4,5,0.37,3.4
Not Specified,0,0,9,15,8,0.38,43.3
High,10,0.02,143,20,20,0.56,1524.4
Not Specified,0,0.1,74,105,4,0.79,5357.3
Not Specified,0,0.04,2,57,1,0.57,59.42
Medium,7,0.03,21,82,3,0.37,582.48
Low,5,0.05,2,84,1,0.4,57.8
Low,5,0,30,16,7,0.08,31.4
Low,5,0.09,7,11,5,0.35,15.02
Critical,15,0.04,11,1,3,0.57,2.83
Not Specified,0,0.1,74,26,4,0.79,1323.56
Not Specified,0,0.04,2,14,1,0.57,13.84
Medium,7,0.03,21,20,3,0.37,139.8
High,10,0.02,244,5,63,0.57,608
Low,5,0.05,2,21,1,0.4,13.7
Critical,15,0.06,5,80,1,0.36,119
Not Specified,0,0.03,11,46,5,0.59,278.36
Not Specified,0,0,12,36,6,0.57,240.24
Not Specified,0,0.06,5,21,5,0.38,28.6
Medium,7,0.08,67,74,20,0.4,1566.56
High,10,0.07,208,26,68,0.58,2690.08
High,10,0.01,9,14,3,0.39,44.88
High,10,0.04,11,11,7,0.64,65.6
High,10,0.04,2,20,3,0.55,17.4
Critical,15,0.06,5,20,1,0.36,29
